 Fecha, Hora, Medicion de cabeza/diferencial, , Fecha, Hora, Medicion de linea/estatica, , Pres cabeza(psi)/pres diferencial(inH2O), Pres linea(psi)/pres estatica(psi), Gasto calculado (MMpcd), , Pres linea(psi)/pres estatica(psi) prom, 131.9089, Pres cabeza(psi)/pres diferencial(inH2O) prom, 13.0926, Gasto (MMpcd) prom, 2.5397
 "2022/1/24 0:7", 0:7, 3.67, , "2022/1/24 0:7", 0:7, 3.55, , 13.47201453081484, 126.0338759636119, 2.5181764728108496
 "2022/1/24 17:16", 17:16, 3.654, , "2022/1/24 17:16", 17:16, 3.716, , 13.354104924492436, 138.09980859045197, 2.6244008812475905
 "2022/1/24 17:19", 17:19, 3.623, , "2022/1/24 17:19", 17:19, 3.719, , 13.128307566329772, 138.31215980062237, 2.604118826951197
 "2022/1/24 17:22", 17:22, 3.488, , "2022/1/24 17:22", 17:22, 3.717, , 12.163051894899677, 138.1857341724036, 2.505411863145317
 "2022/1/24 17:27", 17:27, 3.513, , "2022/1/24 17:27", 17:27, 3.7, , 12.341501343038177, 136.87068662421876, 2.5116866940676874
 "2022/1/24 17:29", 17:29, 3.55, , "2022/1/24 17:29", 17:29, 3.69, , 12.601588386833834, 136.19384406084362, 2.5317314024693585
 "2022/1/24 17:34", 17:34, 3.412, , "2022/1/24 17:34", 17:34, 3.647, , 11.640366270257266, 133.02093569531192, 2.4047479690717286
 "2022/1/24 17:36", 17:36, 3.5, , "2022/1/24 17:36", 17:36, 3.64, , 12.25247371077358, 132.46047365841517, 2.461961663468557
 "2022/1/24 17:49", 17:49, 3.709, , "2022/1/24 17:49", 17:49, 3.635, , 13.75975025223337, 132.14831948100635, 2.6059275808896745
 "2022/1/24 17:54", 17:54, 3.676, , "2022/1/24 17:54", 17:54, 3.631, , 13.516032729773187, 131.86357102527938, 2.5799618155143165
 "2022/1/24 17:57", 17:57, 3.706, , "2022/1/24 17:57", 17:57, 3.629, , 13.733690635685859, 131.67596999843002, 2.5988016736485537
 "2022/1/24 18:4", 18:4, 3.68, , "2022/1/24 18:4", 18:4, 3.662, , 13.54554805602236, 134.07691055465372, 2.604363093426811
 "2022/1/24 18:6", 18:6, 3.684, , "2022/1/24 18:6", 18:6, 3.647, , 13.574065461676662, 133.00867844263462, 2.59669656428962
 "2022/1/24 18:14", 18:14, 3.696, , "2022/1/24 18:14", 18:14, 3.637, , 13.659905040699252, 132.29810888654052, 2.5979267562401915
 "2022/1/24 19:4", 19:4, 3.528, , "2022/1/24 19:4", 19:4, 3.63, , 12.448473189422124, 131.73754090855394, 2.4747940593057196
 "2022/1/24 19:7", 19:7, 3.478, , "2022/1/24 19:7", 19:7, 3.645, , 12.099163112766213, 132.89306647066184, 2.4505020586355264
 "2022/1/24 19:10", 19:10, 3.502, , "2022/1/24 19:10", 19:10, 3.641, , 12.264232627490593, 132.5664886786396, 2.46412826794726
 "2022/1/24 19:15", 19:15, 3.881, , "2022/1/24 19:15", 19:15, 3.637, , 15.060962575479422, 132.2562338952381, 2.727474412551017
 "2022/1/24 19:29", 19:29, 3.909, , "2022/1/24 19:29", 19:29, 3.646, , 15.277599838859018, 132.93590200105163, 2.754069864343732
 "2022/1/24 19:34", 19:34, 4.029, , "2022/1/24 19:34", 19:34, 3.626, , 16.236709053437785, 131.47310444689245, 2.8235384603177005
 "2022/1/24 19:39", 19:39, 3.844, , "2022/1/24 19:39", 19:39, 3.602, , 14.776232890634802, 129.7299252978024, 2.6756431564609544
 "2022/1/24 19:42", 19:42, 3.842, , "2022/1/24 19:42", 19:42, 3.584, , 14.76321324792358, 128.42806400698308, 2.6610109330326766
 "2022/1/24 19:45", 19:45, 3.502, , "2022/1/24 19:45", 19:45, 3.567, , 12.264190434253871, 127.26556545724415, 2.414355083775853
 "2022/1/24 19:53", 19:53, 3.331, , "2022/1/24 19:53", 19:53, 3.547, , 11.094642983045533, 125.793674349406, 2.283033644590029
 "2022/1/24 19:56", 19:56, 3.336, , "2022/1/24 19:56", 19:56, 3.52, , 11.12722857975816, 123.901727795897, 2.269125051886568
 "2022/1/24 20:1", 20:1, 3.664, , "2022/1/24 20:1", 20:1, 3.533, , 13.422030732242801, 124.82757062018382, 2.501443040369773
 "2022/1/24 20:3", 20:3, 3.671, , "2022/1/24 20:3", 20:3, 3.508, , 13.477641070276025, 123.02924724069915, 2.4884984296372625
 "2022/1/24 20:8", 20:8, 3.724, , "2022/1/24 20:8", 20:8, 3.514, , 13.871846611449495, 123.46682474266987, 2.529114684148415
 "2022/1/24 20:11", 20:11, 3.663, , "2022/1/24 20:11", 20:11, 3.497, , 13.420645342743237, 122.32007163361699, 2.4760636683385306
 "2022/1/24 20:16", 20:16, 3.72, , "2022/1/24 20:16", 20:16, 3.51, , 13.841518857626276, 123.20193640252687, 2.5236369979093527
 "2022/1/24 20:19", 20:19, 3.597, , "2022/1/24 20:19", 20:19, 3.519, , 12.935022817809065, 123.86776068643132, 2.446183245545924
 "2022/1/24 20:24", 20:24, 3.655, , "2022/1/24 20:24", 20:24, 3.501, , 13.356297610636174, 122.5612894467101, 2.472554932391288
 "2022/1/24 20:27", 20:27, 3.639, , "2022/1/24 20:27", 20:27, 3.498, , 13.240127622969966, 122.33341632641263, 2.4594889870698595
 "2022/1/24 20:29", 20:29, 3.651, , "2022/1/24 20:29", 20:29, 3.51, , 13.328064044388016, 123.2312838124725, 2.476682106325293
 "2022/1/24 20:53", 20:53, 3.479, , "2022/1/24 20:53", 20:53, 3.529, , 12.105095602974531, 124.51485801609691, 2.372580437469209
 "2022/1/24 20:56", 20:56, 3.477, , "2022/1/24 20:56", 20:56, 3.521, , 12.09284102467126, 123.98529992378009, 2.3663311173263337
 "2022/1/24 21:19", 21:19, 3.48, , "2022/1/24 21:19", 21:19, 3.527, , 12.113717913535936, 124.38383123019803, 2.3721761624729596
 "2022/1/24 21:22", 21:22, 3.71, , "2022/1/24 21:22", 21:22, 3.534, , 13.763718050869784, 124.85716595259139, 2.533383074705937
 "2022/1/24 21:25", 21:25, 3.645, , "2022/1/24 21:25", 21:25, 3.546, , 13.2885187831315, 125.73231658189546, 2.4979744414783225
 "2022/1/24 21:38", 21:38, 3.498, , "2022/1/24 21:38", 21:38, 3.531, , 12.233531834914835, 124.69214810888336, 2.386831309380537
 "2022/1/24 21:40", 21:40, 3.484, , "2022/1/24 21:40", 21:40, 3.54, , 12.138172352750813, 125.31293162428227, 2.3834214279097163
 "2022/1/24 21:50", 21:50, 3.661, , "2022/1/24 21:50", 21:50, 3.536, , 13.401694868680693, 125.05741744758922, 2.5018475085311036
 "2022/1/24 21:53", 21:53, 3.64, , "2022/1/24 21:53", 21:53, 3.516, , 13.248005366179576, 123.59612101241302, 2.4728849566852786
 "2022/1/24 21:57", 21:57, 3.685, , "2022/1/24 21:57", 21:57, 3.513, , 13.579388928359842, 123.41339723082741, 2.501770757005591
 "2022/1/24 22:3", 22:3, 3.679, , "2022/1/24 22:3", 22:3, 3.525, , 13.53484907539521, 124.2473957598293, 2.506089636266225
 "2022/1/24 22:9", 22:9, 3.677, , "2022/1/24 22:9", 22:9, 3.53, , 13.522415781051825, 124.59819101545439, 2.508471988129909
 "2022/1/24 22:11", 22:11, 3.69, , "2022/1/24 22:11", 22:11, 3.519, , 13.618749507420945, 123.80387172613858, 2.509354238317889
 "2022/1/24 23:38", 23:38, 3.666, , "2022/1/24 23:38", 23:38, 3.544, , 13.438982842532472, 125.5742615811173, 2.510497312266346
 "2022/1/24 23:43", 23:43, 3.701, , "2022/1/24 23:43", 23:43, 3.523, , 13.696727027890212, 124.0939708210172, 2.519474606518176
